Time (s),Counter (),coil1 (V),coil2 (V)
0.057400,0.066630,-0.052659,0.033490
0.057500,0.063439,-0.056975,0.021149
0.057600,0.057058,-0.064045,0.020428
0.057700,0.057058,-0.070502,0.004802
0.057800,0.057058,-0.079875,0.007687
0.057900,0.053867,-0.086590,-0.003772
0.058000,0.060248,-0.092066,-0.003051
0.058100,0.060248,-0.094159,-0.012427
0.058200,0.050677,-0.097461,-0.012747
0.058300,0.066630,-0.097557,-0.013228
0.058400,0.053867,-0.098024,-0.020039
0.058500,0.053867,-0.099764,-0.019959
0.058600,0.060248,-0.100955,-0.016273
0.058700,0.060248,-0.101889,-0.020280
0.058800,0.060248,-0.103371,-0.020440
0.058900,0.063439,-0.103661,-0.027251
0.059000,0.053867,-0.103548,-0.037508
0.059100,0.060248,-0.104289,-0.035425
0.059200,0.060248,-0.104160,-0.036787
0.059300,0.060248,-0.105867,-0.035905
0.059400,0.057058,-0.106817,-0.035825
0.059500,0.057058,-0.110231,-0.036707
0.059600,0.057058,-0.110618,-0.038710
0.059700,0.053867,-0.110183,-0.044480
0.059800,0.060248,-0.110457,-0.049688
0.059900,0.057058,-0.108154,-0.045041
0.060000,0.053867,-0.105448,-0.061949
0.060100,0.060248,-0.106399,-0.062750
0.060200,0.063439,-0.109007,-0.065154
0.060300,0.060248,-0.112711,-0.079177
0.060400,0.060248,-0.112196,-0.086229
0.060500,0.060248,-0.108879,-0.090316
0.060600,0.063439,-0.108814,-0.089114
0.060700,0.063439,-0.102276,-0.091357
0.060800,0.050677,-0.100343,-0.092880
0.060900,0.057058,-0.100633,-0.086550
0.061000,0.063439,-0.103677,-0.089514
0.061100,0.057058,-0.103178,-0.089434
0.061200,0.053867,-0.100585,-0.086469
0.061300,0.057058,-0.096623,-0.085908
0.061400,0.053867,-0.093741,-0.087030
0.061500,0.057058,-0.093161,-0.086550
0.061600,0.063439,-0.092404,-0.092399
0.061700,0.060248,-0.096575,-0.091277
0.061800,0.066630,-0.095818,-0.083825
0.061900,0.057058,-0.093853,-0.089595
0.062000,0.060248,-0.090198,-0.092800
0.062100,0.057058,-0.086301,-0.090075
0.062200,0.057058,-0.085431,-0.095444
0.062300,0.060248,-0.086977,-0.095364
0.062400,0.057058,-0.086655,-0.088473
0.062500,0.057058,-0.087299,-0.089595
0.062600,0.063439,-0.083756,-0.090316
0.062700,0.057058,-0.083160,-0.086870
0.062800,0.060248,-0.077443,-0.097448
0.062900,0.053867,-0.075430,-0.090316
0.063000,0.063439,-0.075897,-0.092319
0.063100,0.057058,-0.075253,-0.092239
0.063200,0.057058,-0.074480,-0.071404
0.063300,0.063439,-0.069874,-0.080059
0.063400,0.066630,-0.067765,-0.081661
0.063500,0.060248,-0.063835,-0.081742
0.063600,0.057058,-0.060002,-0.087351
0.063700,0.060248,-0.055831,-0.082062
0.063800,0.057058,-0.055236,-0.081421
0.063900,0.053867,-0.054430,-0.068680
0.064000,0.060248,-0.050420,-0.075972
0.064100,0.053867,-0.051741,-0.076773
0.064200,0.057058,-0.050501,-0.079418
0.064300,0.050677,-0.048778,-0.079017
0.064400,0.057058,-0.046137,-0.074850
0.064500,0.057058,-0.045476,-0.067798
0.064600,0.063439,-0.040677,-0.068840
0.064700,0.057058,-0.039276,-0.068760
0.064800,0.063439,-0.035975,-0.066116
0.064900,0.060248,-0.034864,-0.073969
0.065000,0.060248,-0.028986,-0.075411
0.065100,0.060248,-0.022496,-0.064994
0.065200,0.053867,-0.012769,-0.062830
0.065300,0.060248,-0.004395,-0.063792
0.065400,0.057058,0.001902,-0.058343
