Time (s),Counter (),coil1 (V),coil2 (V)
0.049000,0.057058,4.093172,-0.690898
0.049100,0.053867,4.280860,-0.870211
0.049200,0.053867,4.396360,-1.056414
0.049300,0.057058,4.453000,-1.219863
0.049400,0.060248,4.446813,-1.375459
0.049500,0.050677,4.400803,-1.528332
0.049600,0.060248,4.343687,-1.737450
0.049700,0.060248,4.300850,-1.980219
0.049800,0.053867,4.294504,-2.283080
0.049900,0.057058,4.317826,-2.609336
0.050000,0.063439,4.328932,-2.858516
0.050100,0.063439,4.275783,-2.999851
0.050200,0.066630,4.140450,-3.022124
0.050300,0.063439,3.990046,-2.967802
0.050400,0.060248,3.894695,-2.955303
0.050500,0.060248,3.905007,-3.001773
0.050600,0.060248,3.987508,-3.079492
0.050700,0.053867,4.170912,-3.212334
0.050800,0.057058,4.188523,-3.356713
0.050900,0.057058,4.189951,-3.516957
0.051000,0.060248,4.181225,-3.639704
0.051100,0.063439,4.169326,-3.690661
0.051200,0.057058,4.213908,-3.698834
0.051300,0.053867,4.295615,-3.681527
0.051400,0.053867,4.356380,-3.690661
0.051500,0.057058,4.359394,-3.757002
0.051600,0.060248,4.306086,-3.846098
0.051700,0.057058,4.221840,-3.958268
0.051800,0.050677,4.174244,-4.047364
0.051900,0.050677,4.208831,-4.042717
0.052000,0.060248,4.286096,-3.966120
0.052100,0.057058,4.336547,-3.914201
0.052200,0.066630,4.304023,-3.936155
0.052300,0.063439,4.220095,-4.015956
0.052400,0.060248,4.104912,-4.111462
0.052500,0.060248,4.048907,-4.157131
0.052600,0.057058,4.083176,-4.155529
0.052700,0.053867,4.162186,-4.108257
0.052800,0.053867,4.197249,-4.045762
0.052900,0.057058,4.164090,-4.063228
0.053000,0.063439,4.073498,-4.147997
0.053100,0.057058,3.944671,-4.221389
0.053200,0.060248,3.867089,-4.237092
0.053300,0.050677,3.874070,-4.202320
0.053400,0.057058,3.922776,-4.140145
0.053500,0.053867,3.933248,-4.118993
0.053600,0.050677,3.898820,-4.159374
0.053700,0.060248,3.841704,-4.219466
0.053800,0.053867,3.799661,-4.249752
0.053900,0.050677,3.783478,-4.262251
0.054000,0.053867,3.703516,-4.152484
0.054100,0.053867,3.799661,-4.210652
0.054200,0.057058,3.826156,-4.285486
0.054300,0.060248,3.796170,-4.367050
0.054400,0.057058,3.743814,-4.418969
0.054500,0.060248,3.663694,-4.366730
0.054600,0.057058,3.535184,-4.227318
0.054700,0.060248,3.375260,-4.048646
0.054800,0.063439,3.203437,-3.873339
0.054900,0.053867,3.051129,-3.795942
0.055000,0.063439,2.910719,-3.797864
0.055100,0.053867,2.776815,-3.829432
0.055200,0.060248,2.615463,-3.789211
0.055300,0.053867,2.396361,-3.628647
0.055400,0.053867,2.085081,-3.458308
0.055500,0.053867,1.692570,-3.346618
0.055600,0.057058,1.312116,-3.289251
0.055700,0.060248,1.000360,-3.287488
0.055800,0.060248,0.785225,-3.333959
0.055900,0.053867,0.634820,-3.366648
0.056000,0.047486,0.516147,-3.361521
0.056100,0.057058,0.408896,-3.328831
0.056200,0.063439,0.305929,-3.282841
0.056300,0.063439,0.196299,-3.234127
0.056400,0.063439,0.085717,-3.172433
0.056500,0.066630,-0.020423,-3.081735
0.056600,0.060248,-0.111015,-2.997928
0.056700,0.053867,-0.187962,-2.925978
0.056800,0.053867,-0.263165,-2.864925
0.056900,0.060248,-0.338208,-2.758684
0.057000,0.069820,-0.426896,-2.584018
0.057100,0.053867,-0.518440,-2.305033
0.057200,0.057058,-0.612363,-1.938236
0.057300,0.053867,-0.660753,-1.543235
0.057400,0.060248,-0.794816,-1.279634
0.057500,0.063439,-0.914441,-1.041992
0.057600,0.060248,-1.038826,-0.848578
0.057700,0.060248,-1.177332,-0.678880
0.057800,0.057058,-1.356453,-0.520559
0.057900,0.050677,-1.574286,-0.389800
0.058000,0.063439,-1.839080,-0.274585
0.058100,0.060248,-2.160673,-0.172670
0.058200,0.053867,-2.528751,-0.072197
0.058300,0.053867,-2.889690,-0.002010
0.058400,0.060248,-3.156706,0.070420
0.058500,0.060248,-3.316630,0.157753
0.058600,0.057058,-3.412298,0.260149
0.058700,0.057058,-3.492895,0.353090
0.058800,0.057058,-3.597765,0.445711
0.058900,0.060248,-3.766574,0.569740
0.059000,0.066630,-3.979012,0.730945
0.059100,0.063439,-4.157975,0.930288
0.059200,0.060248,-4.273792,1.113927
0.059300,0.057058,-4.326783,1.268723
0.059400,0.060248,-4.321548,1.441626
0.059500,0.060248,-4.273158,1.609081
0.059600,0.066630,-4.210648,1.830377
0.059700,0.057058,-4.157816,2.111445
0.059800,0.053867,-4.143378,2.431291
0.059900,0.057058,-4.158926,2.746171
0.060000,0.047486,-4.175744,2.961378
0.060100,0.050677,-4.138301,3.066978
0.060200,0.060248,-4.039142,3.050473
0.060300,0.060248,-3.884295,2.987177
0.060400,0.057058,-3.783074,3.001920
0.060500,0.060248,-3.761973,3.048070
0.060600,0.053867,-3.854627,3.163125
0.060700,0.053867,-4.075474,3.326253
0.060800,0.060248,-4.071190,3.450442
0.060900,0.057058,-4.110378,3.612288
0.061000,0.066630,-4.106412,3.703947
0.061100,0.057058,-4.075474,3.725901
